order_date,category,cat_revenue,unique_buyers,whale_interactions,newbie_interactions,loyal_interactions
2016-08-08,GenZ,103545.57,15,0,15,0
2016-08-08,Outdoor,509765.67,31,0,43,0
2016-08-08,Streetwear,3653841.92,106,0,107,0
2016-08-09,Casual,249451.4,7,0,7,0
2016-08-09,GenZ,152290.15,14,0,14,0
2016-08-09,Outdoor,518059.62,38,0,52,0
2016-08-09,Streetwear,4447632.41,118,0,118,0
2016-08-10,Casual,159536.35,9,0,9,0
2016-08-10,GenZ,135257.97,15,0,15,0
2016-08-10,Outdoor,614266.51,43,0,57,0
2016-08-10,Streetwear,5310775.1,150,0,153,0
2016-08-11,Casual,144145.52000000002,9,0,9,0
2016-08-11,GenZ,73794.53,12,0,12,0
2016-08-11,Outdoor,948893.47,62,0,79,0
2016-08-11,Streetwear,5348796.53,157,0,160,0
2016-08-12,Casual,66798.81999999999,3,0,3,0
2016-08-12,GenZ,225383.25,18,0,18,0
2016-08-12,Outdoor,614326.69,44,0,60,0
2016-08-12,Streetwear,5212863.55,150,0,151,0
2016-08-13,Casual,199163.28,10,0,10,0
2016-08-13,GenZ,164487.72,10,0,10,0
2016-08-13,Outdoor,548746.21,33,0,45,0
2016-08-13,Streetwear,3999255.03,108,0,108,0
2016-08-14,Casual,75418.56,5,0,5,0
2016-08-14,GenZ,139292.19,13,0,13,0
2016-08-14,Outdoor,458229.70999999996,30,0,44,0
2016-08-14,Streetwear,3460274.2800000003,91,0,91,0
2016-08-15,Casual,280847.04,11,0,11,0
2016-08-15,GenZ,224839.62,21,0,21,0
2016-08-15,Outdoor,617200.08,51,0,69,0
2016-08-15,Streetwear,4482324.85,117,0,118,0
2016-08-16,Casual,68726.75,2,0,2,0
2016-08-16,GenZ,175103.2,18,0,18,0
2016-08-16,Outdoor,746783.82,47,0,62,0
2016-08-16,Streetwear,4631957.54,140,0,141,0
2016-08-17,Casual,125394.94,9,0,9,0
2016-08-17,GenZ,175720.16,23,0,23,0
2016-08-17,Outdoor,905865.49,78,0,110,0
2016-08-17,Streetwear,4274210.89,126,0,126,0
2016-08-18,Casual,111815.04000000001,7,0,7,0
2016-08-18,GenZ,178665.87,20,0,20,0
2016-08-18,Outdoor,1100272.39,84,0,110,0
2016-08-18,Streetwear,8137987.16,216,0,217,0
2016-08-19,Casual,149740.94999999998,11,0,11,0
2016-08-19,GenZ,208603.03,21,0,21,0
2016-08-19,Outdoor,839231.59,64,0,91,0
2016-08-19,Streetwear,5348724.0,152,0,153,0
2016-08-20,Casual,116107.5,7,0,7,0
2016-08-20,GenZ,96858.88,9,0,9,0
2016-08-20,Outdoor,694313.69,52,0,66,0
2016-08-20,Streetwear,4874271.87,127,0,128,0
2016-08-21,Casual,78389.55,7,0,7,0
2016-08-21,GenZ,91672.99,11,0,11,0
2016-08-21,Outdoor,629941.78,42,0,53,0
2016-08-21,Streetwear,5721385.15,133,0,134,0
2016-08-22,Casual,73330.82,2,0,2,0
2016-08-22,GenZ,261639.66999999998,15,0,15,0
2016-08-22,Outdoor,833755.67,43,0,60,0
2016-08-22,Streetwear,4051272.56,115,0,115,0
2016-08-23,Casual,77392.40000000001,6,0,6,0
2016-08-23,GenZ,112747.03,12,0,12,0
2016-08-23,Outdoor,529406.03,41,0,49,0
2016-08-23,Streetwear,4095575.96,124,0,125,0
2016-08-24,Casual,87737.03,6,0,6,0
2016-08-24,GenZ,248593.97999999998,22,0,22,0
2016-08-24,Outdoor,707929.63,57,0,73,0
2016-08-24,Streetwear,5248491.09,156,0,156,0
2016-08-25,Casual,198544.26,9,0,9,0
2016-08-25,GenZ,213944.59999999998,14,0,14,0
2016-08-25,Outdoor,1205569.41,90,0,116,0
2016-08-25,Streetwear,7176870.46,212,0,216,0
2016-08-26,Casual,140125.63,8,0,8,0
2016-08-26,GenZ,164280.91,18,0,18,0
2016-08-26,Outdoor,742680.63,55,0,69,0
2016-08-26,Streetwear,4633273.17,135,0,135,0
2016-08-27,Casual,78892.82,5,0,5,0
2016-08-27,GenZ,98739.8,9,0,9,0
2016-08-27,Outdoor,416589.85,37,0,49,0
2016-08-27,Streetwear,3967425.3,103,0,103,0
2016-08-28,Casual,333511.15,19,0,19,0
2016-08-28,GenZ,387600.61,32,0,32,0
2016-08-28,Outdoor,2711536.61,186,0,227,0
2016-08-28,Streetwear,11726020.81,335,0,352,0
2016-08-29,Casual,387179.15,22,0,22,0
2016-08-29,GenZ,341904.77,34,0,34,0
2016-08-29,Outdoor,2725621.89,185,0,243,0
2016-08-29,Streetwear,10588765.29,298,0,309,0
2016-08-30,Casual,116621.97,6,0,6,0
2016-08-30,GenZ,326611.63,34,0,34,0
2016-08-30,Outdoor,2269575.9899999998,161,0,204,0
2016-08-30,Streetwear,11099570.71,306,0,328,0
2016-08-31,Casual,277666.64,15,0,15,0
2016-08-31,GenZ,298457.2,34,0,35,0
2016-08-31,Outdoor,2229048.2199999997,163,0,214,0
2016-08-31,Streetwear,9729422.86,263,0,278,0
2016-09-01,Casual,235097.03,12,0,12,0
2016-09-01,GenZ,349383.69,30,0,30,0
2016-09-01,Outdoor,2651212.13,166,0,214,0
2016-09-01,Streetwear,9167851.77,273,0,283,0
2016-09-02,Casual,59500.18000000001,3,0,3,0
2016-09-02,GenZ,52623.31,8,0,8,0
2016-09-02,Outdoor,247750.2,17,0,21,0
2016-09-02,Streetwear,2003312.69,60,0,60,0
2016-09-03,Casual,2325.22,1,0,1,0
2016-09-03,GenZ,42424.97,6,0,6,0
2016-09-03,Outdoor,318341.36,16,0,22,0
2016-09-03,Streetwear,2491616.59,69,0,69,0
2016-09-04,Casual,52280.38,3,0,3,0
2016-09-04,GenZ,51515.85,5,0,5,0
2016-09-04,Outdoor,259655.16999999998,21,0,25,0
2016-09-04,Streetwear,2547942.3,76,0,76,0
2016-09-05,Casual,148310.92,9,0,9,0
2016-09-05,GenZ,29718.72,4,0,4,0
2016-09-05,Outdoor,371728.7,33,0,44,0
2016-09-05,Streetwear,3608172.64,99,0,100,0
2016-09-06,Casual,56620.31,6,0,6,0
2016-09-06,GenZ,83193.68,10,0,10,0
2016-09-06,Outdoor,784405.39,38,0,56,0
2016-09-06,Streetwear,3533601.61,99,0,99,0
2016-09-07,Casual,161131.59,8,0,8,0
2016-09-07,GenZ,56472.48,4,0,4,0
2016-09-07,Outdoor,310097.29,23,0,36,0
2016-09-07,Streetwear,2199803.16,66,0,66,0
2016-09-08,GenZ,32317.33,3,0,3,0
2016-09-08,Outdoor,542240.4,41,0,49,0
2016-09-08,Streetwear,2375599.0,70,0,70,0
2016-09-09,Casual,114292.41,10,0,10,0
2016-09-09,GenZ,169531.23,14,0,14,0
2016-09-09,Outdoor,436412.20999999996,37,0,44,0
2016-09-09,Streetwear,3360219.67,90,0,92,0
2016-09-10,Casual,20207.14,2,0,2,0
2016-09-10,GenZ,79047.12,7,0,7,0
2016-09-10,Outdoor,505007.44,38,0,50,0
2016-09-10,Streetwear,2779406.27,91,0,91,0
2016-09-11,Casual,126989.58,7,0,7,0
2016-09-11,GenZ,85690.5,11,0,11,0
2016-09-11,Outdoor,697228.67,47,0,61,0
2016-09-11,Streetwear,3881788.92,133,0,135,0
2016-09-12,Casual,56367.41,5,0,5,0
2016-09-12,GenZ,134966.44,15,0,15,0
2016-09-12,Outdoor,697989.44,68,0,89,0
2016-09-12,Streetwear,4785750.16,148,0,148,0
2016-09-13,Casual,179563.13,8,0,9,0
2016-09-13,GenZ,213206.85,18,0,18,0
2016-09-13,Outdoor,686504.45,53,0,68,0
2016-09-13,Streetwear,4560651.18,134,0,135,0
2016-09-14,Casual,38877.22,2,0,2,0
2016-09-14,GenZ,65637.56999999999,6,0,6,0
2016-09-14,Outdoor,517456.63,34,0,42,0
2016-09-14,Streetwear,3763178.06,109,0,110,0
2016-09-15,Casual,30501.83,2,0,2,0
2016-09-15,GenZ,66595.37,6,0,6,0
2016-09-15,Outdoor,433890.17,39,0,45,0
2016-09-15,Streetwear,3183525.98,92,0,92,0
2016-09-16,Casual,48811.15,5,0,5,0
2016-09-16,GenZ,15812.5,4,0,4,0
2016-09-16,Outdoor,589275.98,46,0,59,0
2016-09-16,Streetwear,3364702.68,103,0,105,0
2016-09-17,Casual,29077.800000000003,4,0,4,0
2016-09-17,GenZ,126583.18,11,0,11,0
2016-09-17,Outdoor,701831.03,56,0,69,0
2016-09-17,Streetwear,3574188.08,102,0,102,0
2016-09-18,Casual,82084.7,7,0,7,0
2016-09-18,GenZ,102836.79,7,0,7,0
2016-09-18,Outdoor,954028.79,67,0,90,0
2016-09-18,Streetwear,3803670.35,109,0,111,0
2016-09-19,Casual,45818.47,7,0,7,0
2016-09-19,GenZ,85245.33,11,0,11,0
2016-09-19,Outdoor,966308.83,74,0,98,0
2016-09-19,Streetwear,4253504.57,119,0,120,0
2016-09-20,Casual,76528.65,6,0,6,0
2016-09-20,GenZ,123151.48,15,0,15,0
2016-09-20,Outdoor,700314.78,53,0,67,0
2016-09-20,Streetwear,4050117.33,117,0,118,0
2016-09-21,Casual,23663.59,2,0,2,0
2016-09-21,GenZ,64771.130000000005,11,0,11,0
2016-09-21,Outdoor,618681.82,50,0,65,0
2016-09-21,Streetwear,3708737.98,110,0,113,0
2016-09-22,Casual,83855.75,5,0,5,0
2016-09-22,GenZ,51504.36,8,0,8,0
2016-09-22,Outdoor,504692.62,39,0,56,0
2016-09-22,Streetwear,2930331.23,96,0,96,0
2016-09-23,Casual,183713.53,5,0,5,0
2016-09-23,GenZ,85977.93,10,0,10,0
2016-09-23,Outdoor,357994.89,34,0,44,0
2016-09-23,Streetwear,3560601.27,104,0,107,0
2016-09-24,Casual,25118.04,2,0,2,0
2016-09-24,GenZ,65726.34999999999,7,0,7,0
2016-09-24,Outdoor,622124.24,48,0,66,0
2016-09-24,Streetwear,2956086.35,97,0,98,0
2016-09-25,Casual,66437.42,6,0,6,0
2016-09-25,GenZ,134836.45,10,0,10,0
2016-09-25,Outdoor,1129804.46,72,0,95,0
2016-09-25,Streetwear,4499636.6,127,0,128,0
2016-09-26,Casual,129822.76,9,0,9,0
2016-09-26,GenZ,104794.85,10,0,10,0
2016-09-26,Outdoor,1151266.46,95,0,121,0
2016-09-26,Streetwear,5502733.9,165,0,166,0
2016-09-27,Casual,123424.14,8,0,8,0
2016-09-27,GenZ,158948.58,15,0,15,0
2016-09-27,Outdoor,1295809.61,112,0,149,0
2016-09-27,Streetwear,6910940.83,207,0,207,0
2016-09-28,Casual,246283.28,15,0,15,0
2016-09-28,GenZ,146794.85,13,0,13,0
2016-09-28,Outdoor,1441692.5,110,0,143,0
2016-09-28,Streetwear,5733116.22,171,0,176,0
2016-09-29,Casual,74616.43000000001,8,0,8,0
2016-09-29,GenZ,88250.33,9,0,9,0
2016-09-29,Outdoor,1080469.27,77,0,103,0
2016-09-29,Streetwear,4189595.68,129,0,129,0
2016-09-30,Casual,69150.58,6,0,6,0
2016-09-30,GenZ,98288.33,8,0,8,0
2016-09-30,Outdoor,831858.11,73,0,90,0
2016-09-30,Streetwear,3910338.74,121,0,124,0
2016-10-01,Casual,123792.57,10,0,10,0
2016-10-01,GenZ,69453.91,7,0,7,0
2016-10-01,Outdoor,741345.39,56,0,75,0
2016-10-01,Streetwear,3432107.16,107,0,107,0
2016-10-02,Casual,112580.68,5,0,5,0
2016-10-02,GenZ,82140.61,6,0,7,0
2016-10-02,Outdoor,151047.58000000002,15,0,19,0
2016-10-02,Streetwear,2251027.53,58,0,59,0
2016-10-03,Casual,52822.57,4,0,4,0
2016-10-03,GenZ,77603.26,8,0,8,0
2016-10-03,Outdoor,304803.74,19,0,22,0
2016-10-03,Streetwear,2113511.87,59,0,59,0
2016-10-04,Casual,79199.34,4,0,4,0
2016-10-04,GenZ,49046.52,4,0,4,0
2016-10-04,Outdoor,360308.49,26,0,30,0
2016-10-04,Streetwear,2972527.96,81,0,82,0
2016-10-05,Casual,116531.73,5,0,5,0
2016-10-05,GenZ,40851.78,4,0,4,0
2016-10-05,Outdoor,333600.1,26,0,33,0
2016-10-05,Streetwear,2933899.17,70,0,70,0
2016-10-06,GenZ,30431.97,4,0,4,0
2016-10-06,Outdoor,383360.45,26,0,32,0
2016-10-06,Streetwear,2481235.81,69,0,70,0
2016-10-07,Casual,31879.25,3,0,3,0
2016-10-07,GenZ,38491.05,6,0,6,0
2016-10-07,Outdoor,415782.6,32,0,43,0
2016-10-07,Streetwear,2736782.09,66,0,67,0
2016-10-08,Casual,39906.200000000004,3,0,3,0
2016-10-08,GenZ,53633.97,7,0,7,0
2016-10-08,Outdoor,452907.33999999997,29,0,40,0
2016-10-08,Streetwear,2554622.76,81,0,82,0
2016-10-09,Casual,49471.240000000005,3,0,3,0
2016-10-09,GenZ,22691.309999999998,3,0,3,0
2016-10-09,Outdoor,641887.06,33,0,43,0
2016-10-09,Streetwear,2599662.87,67,0,67,0
2016-10-10,Casual,184091.77000000002,6,0,6,0
2016-10-10,GenZ,76369.98,6,0,6,0
2016-10-10,Outdoor,759278.15,52,0,70,0
2016-10-10,Streetwear,3244876.93,80,0,80,0
2016-10-11,Casual,203255.51,10,0,10,0
2016-10-11,GenZ,22659.79,3,0,3,0
2016-10-11,Outdoor,830454.45,50,0,69,0
2016-10-11,Streetwear,3365815.78,81,0,84,0
2016-10-12,Casual,71025.52,4,0,4,0
2016-10-12,GenZ,55571.86,4,0,4,0
2016-10-12,Outdoor,808991.71,59,0,75,0
2016-10-12,Streetwear,3606009.15,92,0,92,0
2016-10-13,Casual,39286.92,3,0,3,0
2016-10-13,GenZ,60102.229999999996,4,0,4,0
2016-10-13,Outdoor,350125.87,29,0,32,0
2016-10-13,Streetwear,2867517.04,71,0,72,0
2016-10-14,Casual,197248.63,8,0,9,0
2016-10-14,GenZ,29150.57,4,0,4,0
2016-10-14,Outdoor,797790.16,54,0,73,0
2016-10-14,Streetwear,2487441.5100000002,65,0,65,0
2016-10-15,Casual,4108.87,1,0,1,0
2016-10-15,GenZ,59208.11,6,0,6,0
2016-10-15,Outdoor,669227.38,38,0,48,0
2016-10-15,Streetwear,3210704.61,80,0,83,0
2016-10-16,Casual,127652.15,8,0,8,0
2016-10-16,GenZ,38393.78,3,0,3,0
2016-10-16,Outdoor,712581.66,52,0,63,0
2016-10-16,Streetwear,3497677.2800000003,70,0,72,0
2016-10-17,Casual,56214.76,4,0,4,0
2016-10-17,GenZ,7907.9400000000005,2,0,2,0
2016-10-17,Outdoor,812243.56,51,0,63,0
2016-10-17,Streetwear,2160921.67,73,0,73,0
2016-10-18,Casual,128835.79000000001,7,0,7,0
2016-10-18,GenZ,69755.48,7,0,7,0
2016-10-18,Outdoor,1103290.46,72,0,95,0
2016-10-18,Streetwear,3206977.36,95,0,95,0
2016-10-19,Casual,51069.3,2,0,2,0
2016-10-19,GenZ,45107.0,4,0,4,0
2016-10-19,Outdoor,850887.78,52,0,65,0
2016-10-19,Streetwear,3281125.4899999998,83,0,83,0
2016-10-20,Casual,55088.14,3,0,3,0
2016-10-20,GenZ,44929.9,4,0,4,0
2016-10-20,Outdoor,515438.3,32,0,40,0
2016-10-20,Streetwear,2231061.67,75,0,75,0
2016-10-21,Casual,40189.43,3,0,3,0
2016-10-21,GenZ,67358.52,7,0,7,0
2016-10-21,Outdoor,596682.71,47,0,58,0
2016-10-21,Streetwear,2567805.62,76,0,78,0
2016-10-22,Casual,150521.34,7,0,7,0
2016-10-22,GenZ,15959.730000000001,3,0,3,0
2016-10-22,Outdoor,798663.0,44,0,55,0
2016-10-22,Streetwear,2982900.09,69,0,69,0
2016-10-23,Casual,43372.14,3,0,3,0
2016-10-23,GenZ,38928.850000000006,4,0,4,0
2016-10-23,Outdoor,690560.1,39,0,52,0
2016-10-23,Streetwear,2610198.11,76,0,76,0
2016-10-24,Casual,20196.02,2,0,2,0
2016-10-24,GenZ,69057.64,7,0,7,0
2016-10-24,Outdoor,764731.52,55,0,66,0
2016-10-24,Streetwear,3526402.26,88,0,88,0
2016-10-25,Casual,194097.97,13,0,13,0
2016-10-25,GenZ,69601.26,5,0,5,0
2016-10-25,Outdoor,1115755.86,61,0,79,0
2016-10-25,Streetwear,2919819.71,88,0,90,0
2016-10-26,Casual,50776.76,5,0,5,0
2016-10-26,GenZ,82111.39,7,0,7,0
2016-10-26,Outdoor,786356.8,53,0,71,0
2016-10-26,Streetwear,3787661.16,101,0,102,0
2016-10-27,Casual,178789.66,9,0,9,0
2016-10-27,GenZ,85386.68,7,0,7,0
2016-10-27,Outdoor,723370.72,50,0,68,0
2016-10-27,Streetwear,3215086.7,87,0,88,0
2016-10-28,Casual,148076.0,9,0,9,0
2016-10-28,GenZ,126587.02,9,0,9,0
2016-10-28,Outdoor,1761689.6,128,0,162,0
2016-10-28,Streetwear,5059107.0200000005,145,0,148,0
2016-10-29,Casual,128727.4,7,0,7,0
2016-10-29,GenZ,77770.9,7,0,7,0
2016-10-29,Outdoor,1990128.47,112,0,151,0
2016-10-29,Streetwear,5551407.2700000005,140,0,140,0
2016-10-30,Casual,90912.62999999999,6,0,6,0
2016-10-30,GenZ,40790.81,7,0,7,0
2016-10-30,Outdoor,1571563.94,92,0,120,0
2016-10-30,Streetwear,4528598.71,120,0,124,0
2016-10-31,Casual,66668.49,6,0,6,0
2016-10-31,GenZ,153360.85,13,0,13,0
2016-10-31,Outdoor,1313437.03,94,0,122,0
2016-10-31,Streetwear,4621013.55,124,0,126,0
2016-11-01,Casual,291194.88,10,0,11,0
2016-11-01,GenZ,96974.8,7,0,7,0
2016-11-01,Outdoor,2126117.3,126,0,171,0
2016-11-01,Streetwear,5204892.88,143,0,144,0
2016-11-02,Casual,185149.2,2,0,2,0
2016-11-02,GenZ,37602.21,2,0,2,0
2016-11-02,Outdoor,183780.8,15,0,17,0
2016-11-02,Streetwear,1613041.18,42,0,42,0
2016-11-03,Casual,134271.06,3,0,3,0
2016-11-03,GenZ,25637.25,4,0,4,0
2016-11-03,Outdoor,626690.66,35,0,46,0
2016-11-03,Streetwear,1381132.41,33,0,33,0
2016-11-04,Casual,17695.0,1,0,1,0
2016-11-04,GenZ,35713.619999999995,3,0,3,0
2016-11-04,Outdoor,565765.4299999999,41,0,55,0
2016-11-04,Streetwear,2302283.67,57,0,57,0
2016-11-05,Casual,17852.550000000003,1,0,1,0
2016-11-05,GenZ,6506.4,1,0,1,0
2016-11-05,Outdoor,654935.92,45,0,63,0
2016-11-05,Streetwear,2652434.64,60,0,60,0
2016-11-06,Casual,86722.01000000001,4,0,4,0
2016-11-06,GenZ,49434.43,5,0,5,0
2016-11-06,Outdoor,811941.98,50,0,65,0
2016-11-06,Streetwear,2229096.5100000002,56,0,57,0
2016-11-07,Casual,41512.61,3,0,3,0
2016-11-07,GenZ,68858.94,6,0,6,0
2016-11-07,Outdoor,998699.6699999999,54,0,71,0
2016-11-07,Streetwear,2904619.54,79,0,79,0
2016-11-08,Casual,94981.31,4,0,4,0
2016-11-08,GenZ,83978.98,7,0,7,0
2016-11-08,Outdoor,538601.44,32,0,47,0
2016-11-08,Streetwear,2185106.91,67,0,69,0
2016-11-09,Casual,99436.31999999999,2,0,2,0
2016-11-09,GenZ,68686.49,5,0,5,0
2016-11-09,Outdoor,794312.8,56,0,69,0
2016-11-09,Streetwear,2126500.59,54,0,54,0
2016-11-10,Casual,88623.72,5,0,5,0
2016-11-10,GenZ,27257.52,2,0,2,0
2016-11-10,Outdoor,542562.72,45,0,61,0
2016-11-10,Streetwear,2865999.58,63,0,66,0
2016-11-11,Casual,29225.12,1,0,1,0
2016-11-11,GenZ,25954.92,4,0,4,0
2016-11-11,Outdoor,764617.97,56,0,71,0
2016-11-11,Streetwear,2422668.88,55,0,56,0
2016-11-12,Casual,104264.87999999999,5,0,5,0
2016-11-12,GenZ,45084.5,5,0,5,0
2016-11-12,Outdoor,895160.33,60,0,78,0
2016-11-12,Streetwear,3022799.64,79,0,80,0
2016-11-13,Casual,114284.3,7,0,7,0
2016-11-13,GenZ,143174.52,10,0,10,0
2016-11-13,Outdoor,949516.5,60,0,83,0
2016-11-13,Streetwear,2901265.21,72,0,75,0
2016-11-14,Casual,40551.06,3,0,3,0
2016-11-14,GenZ,51451.17,7,0,7,0
2016-11-14,Outdoor,1252801.48,86,0,111,0
2016-11-14,Streetwear,4039760.46,112,0,113,0
2016-11-15,Casual,43529.72,2,0,2,0
2016-11-15,GenZ,74331.77,7,0,7,0
2016-11-15,Outdoor,910035.85,70,0,91,0
2016-11-15,Streetwear,3039454.45,84,0,85,0
2016-11-16,Casual,59114.66,5,0,5,0
2016-11-16,GenZ,32641.19,4,0,4,0
2016-11-16,Outdoor,952402.3200000001,59,0,76,0
2016-11-16,Streetwear,1622096.47,52,0,52,0
2016-11-17,Casual,76153.28,3,0,3,0
2016-11-17,GenZ,84624.45999999999,5,0,5,0
2016-11-17,Outdoor,900145.38,53,0,70,0
2016-11-17,Streetwear,2192814.4,56,0,58,0
2016-11-18,Casual,34303.22,2,0,2,0
2016-11-18,GenZ,36849.79,5,0,5,0
2016-11-18,Outdoor,893540.06,65,0,86,0
2016-11-18,Streetwear,1785691.42,62,0,63,0
2016-11-19,Casual,5337.33,1,0,1,0
2016-11-19,GenZ,41989.92,2,0,2,0
2016-11-19,Outdoor,918561.27,68,0,86,0
2016-11-19,Streetwear,2083767.84,62,0,62,0
2016-11-20,Casual,22496.64,2,0,2,0
2016-11-20,GenZ,45812.31,5,0,5,0
2016-11-20,Outdoor,678711.11,58,0,81,0
2016-11-20,Streetwear,1675625.7,54,0,55,0
2016-11-21,Casual,120025.48,7,0,7,0
2016-11-21,GenZ,37983.45,2,0,2,0
2016-11-21,Outdoor,673376.17,55,0,75,0
2016-11-21,Streetwear,2018143.08,65,0,65,0
2016-11-22,Casual,132264.59,5,0,5,0
2016-11-22,GenZ,4815.81,1,0,1,0
2016-11-22,Outdoor,791937.75,60,0,79,0
2016-11-22,Streetwear,2024784.04,58,0,59,0
2016-11-23,Casual,39444.88,3,0,3,0
2016-11-23,GenZ,23169.52,1,0,1,0
2016-11-23,Outdoor,508781.51,50,0,61,0
2016-11-23,Streetwear,1209739.41,42,0,42,0
2016-11-24,Casual,9799.95,1,0,1,0
2016-11-24,GenZ,5369.950000000001,2,0,2,0
2016-11-24,Outdoor,491056.82,45,0,61,0
2016-11-24,Streetwear,1186814.38,42,0,42,0
2016-11-25,Casual,76044.18,4,0,4,0
2016-11-25,GenZ,40029.7,6,0,6,0
2016-11-25,Outdoor,955383.8200000001,82,0,114,0
2016-11-25,Streetwear,2243080.24,86,0,88,0
2016-11-26,Casual,96235.09,7,0,7,0
2016-11-26,GenZ,57163.15,5,0,5,0
2016-11-26,Outdoor,857965.44,87,0,119,0
2016-11-26,Streetwear,2380828.46,79,0,79,0
2016-11-27,Casual,114984.04999999999,8,0,8,0
2016-11-27,GenZ,55105.83,5,0,5,0
2016-11-27,Outdoor,1718496.38,169,0,226,0
2016-11-27,Streetwear,3411046.94,126,0,127,0
2016-11-28,Casual,122105.28,7,0,7,0
2016-11-28,GenZ,9473.130000000001,3,0,3,0
2016-11-28,Outdoor,1654185.96,152,0,200,0
2016-11-28,Streetwear,3410554.21,126,0,127,0
2016-11-29,Casual,86985.2,8,0,8,0
2016-11-29,GenZ,80008.97,10,0,10,0
2016-11-29,Outdoor,1635943.26,142,0,189,0
2016-11-29,Streetwear,3118848.75,98,0,101,0
2016-11-30,Casual,60000.93000000001,4,0,4,0
2016-11-30,GenZ,52945.310000000005,7,0,7,0
2016-11-30,Outdoor,955925.24,103,0,140,0
2016-11-30,Streetwear,2764015.54,95,0,96,0
2016-12-01,Casual,42608.82000000001,2,0,2,0
2016-12-01,GenZ,77161.95,8,0,8,0
2016-12-01,Outdoor,741608.57,67,0,90,0
2016-12-01,Streetwear,1497193.68,42,0,42,0
2016-12-02,Casual,19832.36,1,0,1,0
2016-12-02,GenZ,10667.23,2,0,2,0
2016-12-02,Outdoor,199599.08,19,0,24,0
2016-12-02,Streetwear,677475.07,19,0,19,0
2016-12-03,Casual,2850.26,1,0,1,0
2016-12-03,GenZ,30329.460000000003,2,0,2,0
2016-12-03,Outdoor,284141.91000000003,36,0,40,0
2016-12-03,Streetwear,1016568.42,31,0,31,0
2016-12-04,Casual,30399.68,2,0,2,0
2016-12-04,GenZ,50957.96,6,0,6,0
2016-12-04,Outdoor,670409.31,50,0,70,0
2016-12-04,Streetwear,1485790.81,46,0,46,0
2016-12-05,Casual,31666.57,4,0,4,0
2016-12-05,GenZ,10577.98,2,0,2,0
2016-12-05,Outdoor,577619.18,56,0,74,0
2016-12-05,Streetwear,1305422.54,43,0,43,0
2016-12-06,Casual,122674.12999999999,5,0,5,0
2016-12-06,GenZ,24466.74,6,0,6,0
2016-12-06,Outdoor,933534.21,81,0,115,0
2016-12-06,Streetwear,1524659.41,58,0,58,0
2016-12-07,Casual,74741.72,3,0,3,0
2016-12-07,GenZ,53499.83,4,0,4,0
2016-12-07,Outdoor,711094.31,71,0,91,0
2016-12-07,Streetwear,1460131.6300000001,53,0,53,0
2016-12-08,Casual,42809.75,1,0,1,0
2016-12-08,GenZ,13527.75,3,0,3,0
2016-12-08,Outdoor,656073.68,63,0,98,0
2016-12-08,Streetwear,1363138.16,45,0,45,0
2016-12-09,Casual,107001.93,4,0,4,0
2016-12-09,GenZ,35613.72,4,0,4,0
2016-12-09,Outdoor,884418.24,69,0,97,0
2016-12-09,Streetwear,1526250.04,51,0,51,0
2016-12-10,Casual,135840.14,9,0,9,0
2016-12-10,Outdoor,1137964.85,83,0,118,0
2016-12-10,Streetwear,1639275.55,48,0,49,0
2016-12-11,Casual,100114.69,4,0,4,0
2016-12-11,GenZ,67997.8,8,0,8,0
2016-12-11,Outdoor,989790.87,93,0,129,0
2016-12-11,Streetwear,1695427.14,51,0,51,0
2016-12-12,Casual,45915.52,3,0,3,0
2016-12-12,GenZ,48851.17,7,0,7,0
2016-12-12,Outdoor,1280939.68,120,0,166,0
2016-12-12,Streetwear,1872439.05,57,0,57,0
2016-12-13,Casual,67760.12,3,0,3,0
2016-12-13,GenZ,52765.41,7,0,7,0
2016-12-13,Outdoor,1474866.52,137,0,185,0
2016-12-13,Streetwear,2228237.26,73,0,73,0
2016-12-14,Casual,35128.43,3,0,3,0
2016-12-14,GenZ,10714.34,2,0,2,0
2016-12-14,Outdoor,813762.62,96,0,126,0
2016-12-14,Streetwear,1933129.16,57,0,57,0
2016-12-15,Casual,60761.490000000005,4,0,4,0
2016-12-15,GenZ,29038.67,3,0,3,0
2016-12-15,Outdoor,682254.3,76,0,101,0
2016-12-15,Streetwear,1935046.92,64,0,65,0
2016-12-16,Casual,31613.54,2,0,2,0
2016-12-16,GenZ,37064.16,4,0,4,0
2016-12-16,Outdoor,624226.05,78,0,105,0
2016-12-16,Streetwear,1953747.97,54,0,55,0
2016-12-17,Casual,78707.74,6,0,7,0
2016-12-17,GenZ,75344.45,8,0,8,0
2016-12-17,Outdoor,693162.96,87,0,120,0
2016-12-17,Streetwear,2390917.43,79,0,79,0
2016-12-18,Casual,44869.55,2,0,2,0
2016-12-18,GenZ,7566.82,3,0,3,0
2016-12-18,Outdoor,1030933.2999999999,115,0,156,0
2016-12-18,Streetwear,2188059.73,71,0,71,0
2016-12-19,Casual,240268.98,11,0,11,0
2016-12-19,GenZ,115257.25,13,0,13,0
2016-12-19,Outdoor,1326048.13,142,0,203,0
2016-12-19,Streetwear,2453741.99,77,0,78,0
2016-12-20,Casual,64641.259999999995,6,0,6,0
2016-12-20,GenZ,53292.95,7,0,7,0
2016-12-20,Outdoor,1497062.55,186,0,247,0
2016-12-20,Streetwear,2678752.5300000003,87,0,88,0
2016-12-21,Casual,13959.51,1,0,1,0
2016-12-21,GenZ,68468.61,9,0,10,0
