date,total_orders,unique_buyers,Revenue,sessions,visitors,AOV
2017-07-13,248,245,6163660.52,27766,21735,24853.469838709676
2017-07-14,202,201,4470547.96,28660,22433,22131.425544554455
2017-07-15,205,203,4914470.82,28075,20085,23973.028390243904
2017-07-16,229,227,5679726.46,27449,19255,24802.298951965065
2017-07-17,233,232,5903451.12,25338,19798,25336.70008583691
2017-07-18,229,229,5722567.0,30601,24469,24989.37554585153
2017-07-19,241,240,5823778.88,29232,23099,24165.057593360994
2017-07-20,319,318,7767875.77,27033,19410,24350.707742946706
2017-07-21,271,269,7742137.96,26517,19629,28568.7747601476
2017-07-22,179,179,5031209.52,27599,20340,28107.31575418994
2017-07-23,205,205,5822844.6,25790,18090,28404.12
2017-07-24,192,190,5657508.49,29863,22909,29466.190052083333
2017-07-25,217,216,7277905.64,30138,21262,33538.73566820276
2017-07-26,265,264,8323356.74,29732,22503,31408.893358490568
2017-07-27,355,352,10162217.48,26209,19977,28625.96473239437
2017-07-28,276,275,8483149.48,25463,19086,30736.04884057971
2017-07-29,243,242,7623158.15,25990,18977,31371.02119341564
2017-07-30,325,320,8808543.18,31426,23608,27103.209784615385
2017-07-31,438,437,9466549.72,25165,19158,21613.127214611875
2017-08-01,381,378,7103485.92,28290,22258,18644.32
2017-08-02,379,377,6242432.38,26788,20979,16470.79783641161
2017-08-03,412,410,6560878.74,31496,22536,15924.462961165049
2017-08-04,328,327,5472043.99,30889,23962,16683.060945121953
2017-08-05,84,83,1626028.13,34707,27103,19357.477738095236
2017-08-06,123,123,2056024.63,35889,25345,16715.64739837398
2017-08-07,121,121,2070918.21,31053,24200,17115.02652892562
2017-08-08,154,153,2631383.27,30612,21678,17086.90435064935
2017-08-09,169,169,2635632.31,31315,23629,15595.457455621303
2017-08-10,208,208,3124252.01,33136,24768,15020.44235576923
2017-08-11,194,192,3164344.57,30520,21870,16311.054484536082
2017-08-12,139,139,2404905.33,31638,24053,17301.477194244606
2017-08-13,154,154,2375693.54,33074,25703,15426.58142857143
2017-08-14,176,174,3038574.28,34068,27358,17264.62659090909
2017-08-15,149,149,2570726.93,35864,25366,17253.200872483223
2017-08-16,204,202,3226436.89,33700,25872,15815.867107843138
2017-08-17,252,249,4035498.92,28915,20843,16013.884603174603
2017-08-18,204,202,3226338.29,30910,21663,15815.383774509804
2017-08-19,158,158,2594209.32,32936,25133,16419.046329113924
2017-08-20,157,156,2793076.6,33483,25702,17790.296815286623
2017-08-21,164,163,2634922.72,30617,24399,16066.601951219513
2017-08-22,196,194,3146373.54,34121,24435,16052.926224489796
2017-08-23,195,194,3476965.73,34443,27665,17830.59348717949
2017-08-24,295,292,4910360.99,31644,25469,16645.291491525426
2017-08-25,199,197,3349335.96,33330,24632,16830.833969849245
2017-08-26,152,152,2646726.51,32780,24563,17412.674407894734
2017-08-27,156,156,2383553.18,35204,26254,15279.187051282051
2017-08-28,213,212,3635080.01,28810,22222,17066.103333333333
2017-08-29,457,453,7306573.99,32051,23655,15988.126892778993
2017-08-30,440,434,6946636.36,30624,21466,15787.809909090909
2017-08-31,478,475,7907948.51,31077,22060,16543.825334728033
2017-09-01,365,363,5962206.68,20846,16703,16334.812821917807
2017-09-02,335,334,6245530.26,23091,18684,18643.37391044776
2017-09-03,87,86,2366258.16,19088,13619,27198.369655172417
2017-09-04,95,95,3110959.61,22223,17808,32746.943263157893
2017-09-05,150,150,4156708.13,22874,17929,27711.38753333333
2017-09-06,153,153,3962558.61,23093,18419,25899.07588235294
2017-09-07,103,103,3177169.11,24979,18665,30846.30203883495
2017-09-08,107,106,2758623.23,19331,15167,25781.525514018693
2017-09-09,123,122,3407389.12,19179,15303,27702.350569105693
2017-09-10,103,103,2833078.04,22223,15732,27505.61203883495
2017-09-11,163,162,4351501.62,20980,15408,26696.328957055215
2017-09-12,195,192,5272757.92,22613,15960,27039.784205128206
2017-09-13,171,169,4375381.18,23911,16994,25587.024444444443
2017-09-14,120,120,2944995.39,21462,15173,24541.62825
2017-09-15,135,133,4050240.35,18682,14184,30001.780370370372
2017-09-16,156,152,3998480.39,23441,17775,25631.284551282053
2017-09-17,140,140,3646297.83,21658,16922,26044.984500000002
2017-09-18,178,178,4708998.08,26686,20277,26455.045393258428
2017-09-19,219,216,5863767.93,22505,16516,26775.196027397258
2017-09-20,171,171,4348094.84,23533,18431,25427.45520467836
2017-09-21,145,144,3941062.22,25061,18573,27179.739448275865
2017-09-22,160,159,4296469.47,22964,18801,26852.9341875
2017-09-23,169,168,4068464.64,20569,16593,24073.75526627219
2017-09-24,161,161,3893369.27,20937,15172,24182.417826086956
2017-09-25,201,199,5274815.56,23029,18798,26242.86348258706
2017-09-26,251,251,5803004.55,23233,18525,23119.54003984064
2017-09-27,292,289,7446035.82,18923,13403,25500.12267123288
2017-09-28,295,291,7777371.32,21195,16470,26363.97057627119
2017-09-29,231,229,5297992.65,20000,16351,22935.033116883118
2017-09-30,236,236,5604370.48,22021,16969,23747.332542372882
2017-10-01,166,164,4057941.88,17915,14178,24445.433012048194
2017-10-02,103,102,2879522.46,16833,12837,27956.52873786408
2017-10-03,97,95,2733645.95,18334,14736,28181.91701030928
2017-10-04,126,125,3991921.57,17386,13879,31681.917222222222
2017-10-05,104,104,3219806.7,17122,12358,30959.679807692308
2017-10-06,96,96,2919860.88,15453,10992,30415.2175
2017-10-07,120,119,3614512.4,19468,13738,30120.936666666665
2017-10-08,130,128,3915909.65,16925,13107,30122.381923076922
2017-10-09,113,113,3295589.64,18314,13255,29164.510088495575
2017-10-10,126,126,3865996.54,16264,11813,30682.512222222223
2017-10-11,186,185,5115944.9,17697,14266,27505.080107526883
2017-10-12,154,154,4480692.67,17354,13593,29095.406948051947
2017-10-13,117,117,3073492.71,19097,14182,26269.168461538462
2017-10-14,123,122,3790006.69,17842,14135,30813.062520325202
2017-10-15,128,128,3744243.63,15929,12116,29251.903359375
2017-10-16,136,135,4113305.99,18508,15059,30244.89698529412
2017-10-17,139,139,4345077.6,14949,11039,31259.551079136687
2017-10-18,202,200,6078621.94,19764,15554,30092.18782178218
2017-10-19,144,141,3916465.28,17442,12576,27197.675555555554
2017-10-20,111,109,3454637.53,17968,14229,31122.86063063063
2017-10-21,125,125,3395571.6,18349,14662,27164.5728
2017-10-22,121,120,3560322.33,18520,14092,29424.151487603307
2017-10-23,128,128,3915143.5,16768,12376,30587.05859375
2017-10-24,125,124,3172297.01,17739,12781,25378.37608
2017-10-25,217,213,6656072.71,19179,15268,30673.14612903226
2017-10-26,186,184,5244501.34,19358,14916,28196.24376344086
2017-10-27,132,132,3452345.34,17948,12685,26154.131363636363
2017-10-28,147,146,3658997.27,18092,13116,24891.137891156464
2017-10-29,291,291,7644126.36,19456,14861,26268.475463917526
2017-10-30,247,241,7135440.35,16394,12277,28888.422469635625
2017-10-31,250,250,7280919.6,17456,13639,29123.678399999997
2017-11-01,255,254,7083914.55,14321,11372,27780.057058823528
2017-11-02,189,189,5199936.08,12018,9483,27512.88931216931
2017-11-03,59,59,1577128.76,15192,12008,26730.99593220339
2017-11-04,77,74,1931786.56,13373,10254,25088.137142857144
2017-11-05,88,87,2523519.9,13852,11242,28676.3625
2017-11-06,113,111,3018330.58,14695,10725,26710.890088495576
2017-11-07,137,135,4095990.43,14231,10696,29897.740364963505
2017-11-08,141,138,4277782.67,15737,12892,30338.884184397164
2017-11-09,96,96,2792998.33,14570,10374,29093.732604166667
2017-11-10,100,97,3541249.75,12163,8640,35412.4975
2017-11-11,104,104,2921904.65,14199,10391,28095.237019230768
2017-11-12,115,115,3084484.33,16862,12751,26821.602869565217
2017-11-13,132,130,3746234.93,15862,12395,28380.567651515154
2017-11-14,168,168,4154076.39,14054,11085,24726.64517857143
2017-11-15,142,139,3854132.18,17195,12430,27141.77591549296
2017-11-16,120,120,3066706.38,16292,12647,25555.8865
2017-11-17,114,114,2781968.82,15449,10944,24403.235263157894
2017-11-18,117,117,2774765.8,13233,9863,23715.947008547006
2017-11-19,128,128,3132539.58,17300,12388,24472.96546875
2017-11-20,122,119,2995966.89,14606,10292,24557.105655737705
2017-11-21,99,98,2297213.47,12991,10410,23204.176464646465
2017-11-22,109,108,2248567.69,16414,11974,20629.06137614679
2017-11-23,83,82,1749357.29,16073,12474,21076.59385542169
2017-11-24,70,68,1620958.87,16534,12308,23156.555285714287
2017-11-25,127,125,2674533.14,13887,10739,21059.316062992126
2017-11-26,158,158,2940959.43,15331,11878,18613.667278481014
2017-11-27,195,190,3888410.38,15891,11381,19940.56605128205
2017-11-28,276,272,5847881.51,14540,11330,21187.976485507246
2017-11-29,219,215,4871438.96,14488,11480,22244.013515981736
2017-11-30,214,210,4264134.96,15443,12167,19925.86429906542
2017-12-01,136,136,2565213.32,16368,12107,18861.86264705882
2017-12-02,140,139,2798541.49,15521,10884,19989.582071428573
2017-12-03,60,59,1410398.63,16466,11801,23506.64383333333
2017-12-04,71,70,1209471.35,17262,13107,17034.807746478873
2017-12-05,79,79,1723297.16,15001,11194,21813.88810126582
2017-12-06,97,96,1875094.15,18173,14139,19330.867525773196
2017-12-07,110,109,2133387.42,15975,12565,19394.43109090909
2017-12-08,82,82,1553493.17,15992,12153,18945.038658536585
2017-12-09,96,95,1605808.62,15565,11541,16727.173125
2017-12-10,105,104,1836022.63,17215,13767,17485.92980952381
2017-12-11,114,113,2040261.84,17260,12272,17897.033684210528
2017-12-12,131,128,2636835.06,17386,13528,20128.511908396948
2017-12-13,161,157,2887343.12,16360,12417,17933.808198757764
2017-12-14,159,159,2544808.4,17626,12709,16005.08427672956
2017-12-15,136,135,2615767.25,16696,12618,19233.582720588234
2017-12-16,127,126,1895310.17,15380,12573,14923.702125984251
2017-12-17,148,147,2997880.85,16427,12479,20255.95168918919
2017-12-18,137,136,2575839.99,16764,13481,18801.75175182482
2017-12-19,164,162,2830509.48,19770,14315,17259.204146341464
2017-12-20,221,218,3950305.28,15328,12099,17874.684524886878
2017-12-21,183,180,2446276.92,15794,12560,13367.63344262295
2017-12-22,149,146,2423079.28,16334,12950,16262.277046979865
2017-12-23,146,145,2343205.29,16850,12718,16049.351301369863
2017-12-24,95,93,1582944.12,18787,13195,16662.569684210528
2017-12-25,123,121,1888197.46,19152,14167,15351.198861788618
2017-12-26,167,167,2701416.56,15201,11994,16176.147065868265
2017-12-27,284,279,4103218.35,17541,13665,14447.951936619718
2017-12-28,254,246,3545279.44,17951,13961,13957.79307086614
2017-12-29,391,384,6520226.98,17291,12167,16675.77232736573
2017-12-30,321,316,5342810.18,16564,13467,16644.26847352025
2017-12-31,305,298,5157535.61,15712,11391,16909.952819672133
2018-01-01,209,204,4076479.77,13904,10077,19504.687894736842
2018-01-02,179,176,3624718.09,12928,10507,20249.821731843575
2018-01-03,52,50,1228388.32,14048,10822,23622.85230769231
2018-01-04,48,47,1209588.0,11481,9267,25199.75
2018-01-05,51,51,1515574.79,13547,9619,29717.15274509804
2018-01-06,62,62,1836672.15,13294,10711,29623.74435483871
2018-01-07,65,65,1476050.73,13866,9930,22708.472769230768
2018-01-08,84,84,2536686.97,13310,9713,30198.654404761906
2018-01-09,97,96,2729162.63,13582,9879,28135.697216494846
2018-01-10,78,78,2434343.96,14394,10246,31209.53794871795
2018-01-11,77,76,2183840.91,13327,10140,28361.570259740263
2018-01-12,82,82,2862550.24,16056,12141,34909.149268292684
2018-01-13,96,95,2753366.32,11440,8719,28680.899166666666
2018-01-14,73,72,2226116.52,15058,11539,30494.74684931507
2018-01-15,109,108,3128561.64,12203,9300,28702.400366972477
2018-01-16,137,136,3770286.85,12004,9665,27520.34197080292
2018-01-17,95,94,3240996.79,13315,10603,34115.755684210526
2018-01-18,77,77,2110305.53,14303,10695,27406.56532467532
2018-01-19,69,69,2086549.59,14149,10956,30239.849130434784
2018-01-20,84,81,2418121.84,13626,10427,28787.16476190476
2018-01-21,89,88,2484308.01,11820,9291,27913.573146067414
2018-01-22,111,110,3315490.36,13976,10323,29869.28252252252
2018-01-23,151,151,4611238.46,14031,10228,30538.003046357615
2018-01-24,103,103,3270861.1,13276,9889,31755.93300970874
2018-01-25,69,67,2275701.54,12850,9395,32981.181739130436
2018-01-26,105,104,2897617.42,14225,10076,27596.35638095238
2018-01-27,105,105,3617772.88,13116,9200,34454.97980952381
2018-01-28,106,106,3128272.36,14338,10498,29512.003396226413
2018-01-29,181,180,5197360.04,14330,11734,28714.69635359116
2018-01-30,202,200,5706924.49,14184,10806,28252.101435643566
2018-01-31,162,161,5009601.43,13111,10727,30923.46561728395
2018-02-01,135,135,3670728.79,18158,13551,27190.58362962963
2018-02-02,122,120,4258063.02,20628,15815,34902.155901639344
2018-02-03,68,68,1981564.16,17142,12608,29140.649411764705
2018-02-04,86,85,2874335.62,21937,16156,33422.50720930233
2018-02-05,113,113,3130745.66,20312,14559,27705.713805309737
2018-02-06,102,101,3339473.15,20841,15923,32739.932843137252
2018-02-07,101,99,2805812.6,22384,17511,27780.322772277228
2018-02-08,67,67,2150875.76,19053,14537,32102.623283582085
2018-02-09,76,76,2144621.01,23928,17973,28218.6975
2018-02-10,93,93,2584198.15,17673,12439,27787.07688172043
2018-02-11,120,119,2962791.58,19511,14638,24689.929833333335
2018-02-12,123,122,3622566.63,21143,14809,29451.761219512195
2018-02-13,167,165,4418784.14,20955,14914,26459.785269461077
2018-02-14,134,134,4218153.95,22852,17086,31478.760820895524
2018-02-15,108,108,3128927.36,21016,16188,28971.54962962963
2018-02-16,115,114,3463265.1,18882,15239,30115.348695652174
2018-02-17,133,133,4206774.3,19469,14949,31629.881954887216
2018-02-18,131,130,3926304.19,21695,15462,29971.787709923665
2018-02-19,168,167,4186201.52,17034,12909,24917.86619047619
2018-02-20,186,185,5091061.73,20969,15753,27371.299623655916
2018-02-21,147,146,3907743.08,18697,14423,26583.2862585034
2018-02-22,123,119,3063440.84,16486,12941,24906.02308943089
2018-02-23,125,124,3544367.16,20807,15501,28354.937280000002
2018-02-24,111,109,3364498.21,18429,13700,30310.794684684683
2018-02-25,135,135,4015454.83,19363,13575,29744.109851851852
2018-02-26,300,300,7426597.23,17681,14289,24755.3241
2018-02-27,290,287,8416365.51,21338,17159,29021.950034482757
2018-02-28,280,279,8409092.75,23064,18450,30032.474107142858
2018-03-01,231,228,6963830.59,26962,20950,30146.45277056277
2018-03-02,194,193,5613671.87,29092,23279,28936.45293814433
2018-03-03,41,41,1177076.3,27876,21526,28709.17804878049
2018-03-04,73,73,2218712.31,30258,21870,30393.319315068493
2018-03-05,100,100,2742871.53,26618,20081,27428.715299999996
2018-03-06,104,104,3203122.41,29196,23434,30799.253942307692
2018-03-07,145,145,4507553.37,26569,19335,31086.57496551724
2018-03-08,129,128,3419972.83,34353,25095,26511.417286821707
2018-03-09,110,109,3250890.44,29115,20468,29553.549454545453
2018-03-10,113,113,3479853.91,25362,19672,30795.167345132744
2018-03-11,136,136,4342360.28,26119,18591,31929.119705882356
2018-03-12,142,141,3648185.26,27756,20759,25691.445492957744
2018-03-13,193,193,5344808.38,26655,19160,27693.307668393783
2018-03-14,244,241,6867137.98,27642,21968,28144.0081147541
2018-03-15,225,225,6357153.0,31602,23640,28254.013333333332
2018-03-16,170,169,4667689.08,28981,22332,27456.994588235295
2018-03-17,221,218,6875294.96,28478,20529,31109.93194570136
2018-03-18,197,197,5615859.9,33664,26103,28506.90304568528
2018-03-19,194,193,5314373.17,29822,23760,27393.676134020618
2018-03-20,237,234,6054738.37,26355,21495,25547.419282700423
2018-03-21,268,263,6826815.9,30225,21804,25473.19365671642
2018-03-22,214,213,5512035.33,28583,20430,25757.174439252336
2018-03-23,166,163,4008326.65,24716,17705,24146.546084337348
2018-03-24,196,196,5227586.74,26212,21135,26671.360918367347
2018-03-25,210,210,4970364.06,23343,18573,23668.400285714284
2018-03-26,227,226,6133670.91,25091,18621,27020.57669603524
2018-03-27,286,285,6350306.2,30251,22878,22203.867832167834
2018-03-28,372,370,8582287.61,30581,21506,23070.665618279567
2018-03-29,309,305,7363015.35,25464,20112,23828.528640776698
2018-03-30,498,493,12176690.89,29367,23066,24451.18652610442
2018-03-31,473,467,11278748.95,28256,19940,23845.135200845663
2018-04-01,387,385,9326921.27,40226,29826,24100.571757105943
2018-04-02,374,371,9532990.22,40849,31424,25489.278663101606
2018-04-03,374,374,9176055.6,34758,28049,24534.908021390373
2018-04-04,149,148,3771895.32,34281,25289,25314.733691275167
2018-04-05,115,115,2915055.94,38153,28260,25348.31252173913
2018-04-06,140,140,3716970.57,33990,27256,26549.789785714285
2018-04-07,162,161,4650087.25,37970,26750,28704.242283950618
2018-04-08,170,170,4317415.31,41237,30368,25396.56064705882
2018-04-09,224,221,4916546.48,38879,29987,21948.868214285718
2018-04-10,294,292,7060893.97,37779,30196,24016.646156462582
2018-04-11,238,238,5719121.32,28383,21274,24029.921512605044
2018-04-12,183,183,4925768.26,44218,33173,26916.76644808743
2018-04-13,199,198,4955951.73,37055,25955,24904.28005025126
2018-04-14,238,238,5934960.89,35319,26697,24936.810462184872
2018-04-15,219,218,5904150.09,39032,28257,26959.589452054795
2018-04-16,275,273,7603253.45,34822,27737,27648.194363636365
2018-04-17,347,344,9179593.09,43094,34356,26454.158760806917
2018-04-18,288,285,9507550.23,39902,31111,33012.3271875
2018-04-19,225,221,6670677.39,40961,33526,29647.455066666666
2018-04-20,278,277,7753365.66,35604,27892,27889.804532374103
2018-04-21,237,235,6793803.83,34335,24248,28665.83894514768
2018-04-22,244,244,7058897.65,35770,27328,28929.908401639346
2018-04-23,306,305,8991635.45,41030,31142,29384.429575163394
2018-04-24,371,368,10052878.22,40760,29004,27096.70679245283
2018-04-25,323,323,9547875.66,38340,27746,29559.986563467493
2018-04-26,259,258,7281885.08,34008,25877,28115.386409266408
2018-04-27,291,287,7916179.31,38475,29471,27203.36532646048
2018-04-28,372,370,10502784.65,31176,22646,28233.292069892475
2018-04-29,479,474,12074392.53,34533,28246,25207.50006263048
2018-04-30,459,457,12464011.32,36513,29598,27154.708758169934
2018-05-01,533,527,13778926.53,27608,22557,25851.644521575985
2018-05-02,442,436,12779953.62,39960,31187,28913.92221719457
2018-05-03,324,323,9480205.54,32729,24929,29259.893641975304
2018-05-04,88,88,3081716.09,33324,26152,35019.50102272727
2018-05-05,167,167,4882374.55,36485,28172,29235.775748502994
2018-05-06,173,173,4852630.6,41927,31062,28049.887861271673
2018-05-07,210,207,5630735.57,36044,25587,26813.026523809523
2018-05-08,239,235,5961711.29,34926,27779,24944.39870292887
2018-05-09,297,297,8207932.76,35193,28654,27636.13723905724
2018-05-10,271,268,7249267.2,35384,28150,26750.063468634686
2018-05-11,222,221,5934039.42,34796,26089,26729.907297297297
2018-05-12,220,218,5782619.05,34524,26447,26284.632045454546
2018-05-13,241,240,5902938.45,31346,24540,24493.52053941909
2018-05-14,263,260,7023913.46,41790,29502,26706.895285171104
2018-05-15,340,332,8789772.31,37625,26932,25852.271500000003
2018-05-16,366,361,9398231.32,34563,24230,25678.227650273224
2018-05-17,377,374,9816742.13,36783,30142,26039.10379310345
2018-05-18,271,269,7337944.43,34098,26485,27077.285719557196
2018-05-19,265,263,6925640.35,36343,26694,26134.49188679245
2018-05-20,300,299,8653992.04,34373,26804,28846.64013333333
2018-05-21,240,239,6241809.14,34907,28015,26007.538083333333
2018-05-22,305,302,7847121.97,39610,30329,25728.26875409836
2018-05-23,434,428,11779004.94,29420,21478,27140.564377880182
2018-05-24,337,337,9030397.74,36243,27824,26796.43246290801
2018-05-25,237,236,6498399.18,37954,29878,27419.405822784807
2018-05-26,192,192,5600677.63,38529,27569,29170.19598958333
2018-05-27,239,239,6413198.63,34124,25951,26833.467071129708
2018-05-28,278,278,7438573.25,38930,28999,26757.45773381295
2018-05-29,385,383,10262818.32,31312,23118,26656.670961038963
2018-05-30,803,791,20905271.35,39158,29293,26033.96183063512
2018-05-31,782,768,19289944.12,35888,25472,24667.447723785168
2018-06-01,725,722,19245165.78,47179,37945,26545.056248275865
2018-06-02,646,638,17529108.34,29884,22953,27134.842631578947
2018-06-03,552,547,13779702.07,36288,28957,24963.22838768116
2018-06-04,190,189,4373078.45,34071,24605,23016.202368421054
2018-06-05,234,232,5537841.59,37927,28705,23665.9897008547
2018-06-06,245,245,6238754.07,33776,26974,25464.302326530615
2018-06-07,180,177,4523493.87,41500,29983,25130.5215
2018-06-08,225,224,5863271.23,37564,28762,26058.983244444447
2018-06-09,260,260,7018402.9,40097,31883,26993.85730769231
2018-06-10,239,237,6333777.67,40800,31690,26501.16179916318
2018-06-11,298,297,7812992.68,32986,24599,26218.096241610736
2018-06-12,370,369,8959000.0,36251,28989,24213.513513513513
2018-06-13,345,340,9047626.88,32938,23239,26225.005449275366
2018-06-14,268,267,6994969.99,34917,27025,26100.63429104478
2018-06-15,283,282,7278400.85,39046,31002,25718.730918727913
2018-06-16,329,327,9653316.6,31765,23429,29341.38784194529
2018-06-17,311,310,8270248.42,33962,26621,26592.438649517684
2018-06-18,369,367,9578590.6,41049,31882,25958.24010840108
2018-06-19,408,404,10591854.27,37705,28117,25960.42713235294
2018-06-20,369,365,10442554.6,34798,28382,28299.60596205962
2018-06-21,278,276,7960357.2,36911,29597,28634.378417266187
2018-06-22,300,300,7890035.7,36318,26821,26300.119000000002
2018-06-23,308,306,7919846.87,41607,31405,25713.78853896104
2018-06-24,296,293,7114017.67,38453,28066,24033.84347972973
2018-06-25,386,384,8744485.32,41673,31372,22654.107046632125
2018-06-26,501,500,10888893.34,36493,25827,21734.318043912175
2018-06-27,488,486,11081146.52,40418,30516,22707.26745901639
2018-06-28,425,421,8513932.2,34949,26799,20032.781647058822
2018-06-29,563,554,12484085.14,40113,28258,22174.218721136767
2018-06-30,460,454,10005221.27,37244,26665,21750.481021739128
2018-07-01,414,413,8830377.17,27410,20843,21329.41345410628
2018-07-02,386,382,8070014.23,30348,22779,20906.77261658031
2018-07-03,404,401,9033060.75,28774,21475,22359.06126237624
2018-07-04,104,104,2096565.2,28097,21531,20159.28076923077
2018-07-05,132,131,2944993.36,28366,22351,22310.555757575756
2018-07-06,77,77,2036989.14,29007,21919,26454.404415584413
2018-07-07,127,125,3253556.07,29236,22150,25618.551732283464
2018-07-08,133,132,2752144.2,30925,23904,20692.81353383459
2018-07-09,195,195,4430764.61,25089,18234,22721.869794871796
2018-07-10,224,224,5201122.72,27959,20801,23219.297857142858
2018-07-11,285,284,6502831.07,28821,23357,22816.95112280702
2018-07-12,238,238,6228668.47,27924,22230,26170.875924369746
2018-07-13,197,195,4250921.4,29480,22174,21578.281218274115
2018-07-14,218,216,4868504.46,25762,19665,22332.589266055045
2018-07-15,233,232,5393026.83,26495,20800,23146.03789699571
2018-07-16,224,224,4994805.9,25962,20845,22298.240625000002
2018-07-17,247,246,5712604.18,29693,23265,23127.952145748986
2018-07-18,339,338,7639039.23,29851,23324,22534.039026548675
2018-07-19,267,266,6252432.84,30288,21242,23417.351460674156
2018-07-20,226,222,5761282.54,26713,18765,25492.400619469026
2018-07-21,205,204,4939690.9,29476,23535,24096.05317073171
2018-07-22,222,221,5641320.53,27433,20277,25411.35373873874
2018-07-23,223,221,6121614.15,27239,21660,27451.184529147984
2018-07-24,238,236,6821739.77,30476,23773,28662.772142857142
2018-07-25,302,300,7944998.65,34882,25462,26307.942549668875
2018-07-26,242,241,6463508.32,31947,26072,26708.712066115702
2018-07-27,200,200,5162979.4,28280,20923,25814.897
2018-07-28,205,205,6313222.5,25680,18188,30796.20731707317
2018-07-29,240,239,6597216.94,27643,19432,27488.40391666667
2018-07-30,264,264,7314460.76,31131,22315,27706.290757575756
2018-07-31,441,440,12496367.04,27391,20528,28336.433197278908
2018-08-01,462,458,13786351.91,34337,26084,29840.58854978355
2018-08-02,368,364,10106943.25,32655,26106,27464.519701086956
2018-08-03,290,290,9026931.62,29494,21206,31127.3504137931
2018-08-04,253,251,6859151.1,30114,22002,27111.269169960473
2018-08-05,113,113,3117800.12,32477,26417,27591.15150442478
2018-08-06,130,129,3924563.55,39013,30452,30188.950384615382
2018-08-07,153,152,4212970.63,32519,25917,27535.755751633988
2018-08-08,156,155,4647118.76,29424,23086,29789.22282051282
2018-08-09,170,170,4946125.63,31580,23104,29094.856647058823
2018-08-10,134,133,3705554.89,33078,25094,27653.39470149254
2018-08-11,148,148,4591065.72,31058,21892,31020.714324324323
2018-08-12,138,138,4030885.81,26034,19446,29209.317463768115
2018-08-13,156,155,4244815.28,30743,22138,27210.35435897436
2018-08-14,184,184,6041631.13,30362,22819,32834.95179347826
2018-08-15,210,209,6058071.07,32052,23837,28847.957476190477
2018-08-16,191,191,5333680.81,27297,19987,27925.030418848164
2018-08-17,148,148,4314679.61,31433,23332,29153.24060810811
2018-08-18,164,163,4960825.43,33012,23808,30248.935548780486
2018-08-19,170,168,4978431.53,39488,31318,29284.891352941177
2018-08-20,173,173,4896843.63,38268,28430,28305.45450867052
2018-08-21,206,205,5971341.33,34313,25553,28987.093834951458
2018-08-22,224,222,7086185.79,32336,25361,31634.75799107143
2018-08-23,167,166,5392520.44,35869,27145,32290.54155688623
2018-08-24,120,120,3329330.38,36561,29845,27744.419833333333
2018-08-25,141,139,4716376.41,32544,25889,33449.478085106384
2018-08-26,155,154,4717920.92,31686,25282,30438.19948387097
2018-08-27,187,185,6151109.31,34463,25911,32893.63267379679
2018-08-28,384,381,12207075.48,33919,27739,31789.2590625
2018-08-29,359,357,10330752.34,37620,28926,28776.468913649023
2018-08-30,350,347,10819458.93,30458,21439,30912.7398
2018-08-31,306,305,9769233.6,33256,25137,31925.6
2018-09-01,300,299,8834290.53,21853,17413,29447.6351
2018-09-02,121,119,2926208.13,26234,21116,24183.538264462808
2018-09-03,125,124,3730127.97,23328,16937,29841.02376
2018-09-04,89,89,2895558.56,20499,15360,32534.36584269663
2018-09-05,89,89,2683914.3,25916,19961,30156.3404494382
2018-09-06,82,82,2220736.04,23575,17588,27082.146829268295
2018-09-07,110,109,2737800.42,24675,18579,24889.094727272728
2018-09-08,107,107,3138040.11,21499,15749,29327.4776635514
2018-09-09,172,168,4428844.18,24572,19429,25749.09406976744
2018-09-10,131,131,3518686.76,23077,16331,26860.20427480916
2018-09-11,98,97,2737148.82,22565,16306,27930.089999999997
2018-09-12,124,123,3907657.89,22982,17271,31513.370080645163
2018-09-13,104,104,3198359.98,20905,15542,30753.461346153847
2018-09-14,118,116,3759913.17,22390,16009,31863.67093220339
2018-09-15,139,138,3182906.62,22602,16440,22898.608776978417
2018-09-16,158,157,4513878.02,20769,15024,28568.8482278481
2018-09-17,137,135,3684035.33,22065,16173,26890.768832116788
2018-09-18,120,119,3511249.8,21571,16801,29260.414999999997
2018-09-19,116,115,3203671.41,25224,19107,27617.85698275862
2018-09-20,113,113,2967505.47,25444,19205,26261.1103539823
2018-09-21,111,110,3391440.87,26491,19068,30553.52135135135
2018-09-22,114,114,3067943.56,24669,17919,26911.78561403509
2018-09-23,173,171,4892505.92,20624,14669,28280.381040462427
2018-09-24,148,146,4916532.68,20102,15393,33219.8154054054
2018-09-25,120,120,3834324.5,24408,19735,31952.704166666666
2018-09-26,161,161,4727732.71,24321,17845,29364.79944099379
2018-09-27,197,195,5609192.49,22241,17169,28473.058324873098
2018-09-28,185,185,5221949.72,20002,15966,28226.755243243242
2018-09-29,179,179,5089871.44,22427,17112,28435.035977653635
2018-09-30,188,188,5437181.81,23354,18129,28921.17984042553
2018-10-01,163,160,4742181.64,17446,13969,29093.13889570552
2018-10-02,64,64,1807247.84,20271,15969,28238.2475
2018-10-03,57,57,1798411.4,19658,15280,31551.077192982455
2018-10-04,67,66,2726313.6,18539,14197,40691.247761194034
2018-10-05,82,82,2484898.47,20697,16077,30303.639878048783
2018-10-06,83,83,2157385.6,16653,12906,25992.597590361445
2018-10-07,89,87,2767415.65,17138,13053,31094.55786516854
